Trip ID,Pickup Date,Pickup Hour,Vehicle,Payment_type,No Of Passengers,Trip Distance,Booking Value,Pickup Location,Total Bookings
773,2024-06-01 00:00:00,1899-12-30 10:12:40,UberX,Uber Pay,1,1.4,$10.2,Midtown East,1.0
774,2024-06-01 00:00:00,1899-12-30 10:47:45,UberX,Uber Pay,1,1.2,$9.0,West Village,1.0
776,2024-06-01 00:00:00,1899-12-30 10:19:53,UberX,Uber Pay,1,1.5,$7.9,Yorkville West,1.0
777,2024-06-01 00:00:00,1899-12-30 10:37:48,UberX,Uber Pay,1,1.25,$8.8,East Village,1.0
780,2024-06-01 00:00:00,1899-12-30 10:15:08,UberX,Uber Pay,1,3.6,$13.0,East Chelsea,1.0
783,2024-06-01 00:00:00,1899-12-30 10:37:14,UberX,Uber Pay,1,17.6,$63.9,LaGuardia Airport,1.0
784,2024-06-01 00:00:00,1899-12-30 10:44:00,UberX,Uber Pay,1,1.5,$8.5,Yorkville West,1.0
789,2024-06-01 00:00:00,1899-12-30 10:28:46,UberX,Uber Pay,1,3.6,$15.3,Flatiron,1.0
791,2024-06-01 00:00:00,1899-12-30 10:29:26,UberX,Uber Pay,5,2.55,$12.7,Yorkville East,1.0
792,2024-06-01 00:00:00,1899-12-30 10:42:21,UberX,Uber Pay,1,2.2,$10.0,Penn Station/Madison Sq West,1.0
795,2024-06-01 00:00:00,1899-12-30 10:49:36,UberX,Uber Pay,1,2.66,$13.3,Lincoln Square East,1.0
796,2024-06-01 00:00:00,1899-12-30 10:29:49,UberX,Uber Pay,1,1.22,$9.0,Union Sq,1.0
804,2024-06-01 00:00:00,1899-12-30 10:37:53,UberX,Uber Pay,1,1.4,$10.9,Lincoln Square West,1.0
806,2024-06-01 00:00:00,1899-12-30 10:12:18,UberX,Uber Pay,2,6.6,$28.3,Upper East Side South,1.0
812,2024-06-01 00:00:00,1899-12-30 10:38:01,UberX,Uber Pay,1,1.4,$9.0,UN/Turtle Bay South,1.0
821,2024-06-01 00:00:00,1899-12-30 10:34:45,UberX,Uber Pay,1,2.5,$12.1,Upper East Side North,1.0
825,2024-06-01 00:00:00,1899-12-30 10:29:30,UberX,Uber Pay,1,3.55,$17.1,Murray Hill,1.0
826,2024-06-01 00:00:00,1899-12-30 10:46:30,UberX,Uber Pay,1,3.94,$14.0,Union Sq,1.0
829,2024-06-01 00:00:00,1899-12-30 10:53:40,UberX,Uber Pay,1,3.1,$18.5,Gramercy,1.0
831,2024-06-01 00:00:00,1899-12-30 10:29:24,UberX,Uber Pay,2,2.21,$9.5,Alphabet City,1.0
834,2024-06-01 00:00:00,1899-12-30 10:15:50,UberX,Uber Pay,1,7.1,$28.3,Lenox Hill East,1.0
835,2024-06-01 00:00:00,1899-12-30 09:50:27,UberX,Uber Pay,1,1.17,$6.2,Upper West Side North,1.0
838,2024-06-01 00:00:00,1899-12-30 10:48:08,UberX,Uber Pay,1,9.52,$32.0,JFK Airport,1.0
853,2024-06-01 00:00:00,1899-12-30 10:57:46,UberX,Uber Pay,1,2.9,$15.8,Kips Bay,1.0
859,2024-06-01 00:00:00,1899-12-30 10:43:53,UberX,Uber Pay,2,1.72,$9.1,Upper West Side North,1.0
867,2024-06-01 00:00:00,1899-12-30 10:10:13,UberX,Uber Pay,1,1.09,$7.3,Upper East Side South,1.0
872,2024-06-01 00:00:00,1899-12-30 10:54:35,UberX,Uber Pay,1,1.44,$9.0,Upper East Side North,1.0
873,2024-06-01 00:00:00,1899-12-30 09:56:29,UberX,Uber Pay,1,1.52,$9.1,Yorkville West,1.0
875,2024-06-01 00:00:00,1899-12-30 10:39:24,UberX,Uber Pay,1,1.1,$8.7,NV,1.0
877,2024-06-01 00:00:00,1899-12-30 10:33:24,UberX,Uber Pay,1,2.1,$12.0,Kips Bay,1.0
878,2024-06-01 00:00:00,1899-12-30 10:02:58,UberX,Uber Pay,1,1.4,$7.0,UN/Turtle Bay South,1.0
879,2024-06-01 00:00:00,1899-12-30 10:23:45,UberX,Uber Pay,1,2.4,$14.0,Lenox Hill East,1.0
880,2024-06-01 00:00:00,1899-12-30 10:45:48,UberX,Uber Pay,1,2.3,$12.7,Yorkville East,1.0
887,2024-06-01 00:00:00,1899-12-30 10:55:52,UberX,Uber Pay,2,2.65,$18.3,Lenox Hill East,1.0
890,2024-06-01 00:00:00,1899-12-30 10:11:25,UberX,Uber Pay,1,1.57,$7.9,Kips Bay,1.0
894,2024-06-01 00:00:00,1899-12-30 10:00:28,UberX,Uber Pay,1,1.2,$8.5,Upper East Side South,1.0
901,2024-06-01 00:00:00,1899-12-30 10:20:37,UberX,Uber Pay,1,1.29,$8.3,Lenox Hill East,1.0
908,2024-06-01 00:00:00,1899-12-30 10:20:39,UberX,Uber Pay,1,2.12,$9.5,West Village,1.0
912,2024-06-01 00:00:00,1899-12-30 10:01:01,UberX,Uber Pay,1,1.3,$8.7,Upper West Side North,1.0
913,2024-06-01 00:00:00,1899-12-30 10:20:28,UberX,Uber Pay,1,1.9,$11.5,Manhattan Valley,1.0
915,2024-06-01 00:00:00,1899-12-30 10:39:22,UberX,Uber Pay,1,3.71,$18.7,Upper West Side North,1.0
916,2024-06-01 00:00:00,1899-12-30 10:41:11,UberX,Uber Pay,1,1.2,$8.5,Times Sq/Theatre District,1.0
922,2024-06-01 00:00:00,1899-12-30 10:52:53,UberX,Uber Pay,2,1.76,$11.5,Lenox Hill East,1.0
931,2024-06-01 00:00:00,1899-12-30 10:48:59,UberX,Uber Pay,1,3.2,$16.3,West Village,1.0
935,2024-06-01 00:00:00,1899-12-30 10:42:35,UberX,Uber Pay,1,1.6,$9.0,Lower East Side,1.0
938,2024-06-01 00:00:00,1899-12-30 10:59:15,UberX,Uber Pay,1,4.3,$19.8,Little Italy/NoLiTa,1.0
939,2024-06-01 00:00:00,1899-12-30 10:08:10,UberX,Uber Pay,1,2.2,$14.6,Lenox Hill West,1.0
942,2024-06-01 00:00:00,1899-12-30 11:50:50,UberX,Uber Pay,2,1.2,$11.5,Union Sq,1.0
943,2024-06-01 00:00:00,1899-12-30 11:28:01,UberX,Uber Pay,1,4,$23.5,Greenwich Village North,1.0
947,2024-06-01 00:00:00,1899-12-30 11:15:24,UberX,Uber Pay,1,2.5,$10.6,Lenox Hill East,1.0
951,2024-06-01 00:00:00,1899-12-30 11:38:40,UberX,Uber Pay,1,1.23,$8.8,Midtown East,1.0
953,2024-06-01 00:00:00,1899-12-30 11:36:30,UberX,Uber Pay,3,1.16,$8.0,Upper East Side South,1.0
955,2024-06-01 00:00:00,1899-12-30 11:17:31,UberX,Uber Pay,1,2.4,$13.3,Yorkville East,1.0
958,2024-06-01 00:00:00,1899-12-30 11:21:21,UberX,Uber Pay,1,1.5,$8.0,Gramercy,1.0
961,2024-06-01 00:00:00,1899-12-30 11:08:30,UberX,Uber Pay,1,1.5,$11.4,Upper West Side South,1.0
967,2024-06-01 00:00:00,1899-12-30 11:52:09,UberX,Uber Pay,2,1.3,$8.8,Murray Hill,1.0
980,2024-06-01 00:00:00,1899-12-30 11:49:51,UberX,Uber Pay,4,5.18,$23.5,Morningside Heights,1.0
986,2024-06-01 00:00:00,1899-12-30 11:43:42,UberX,Uber Pay,1,1.03,$7.5,Union Sq,1.0
993,2024-06-01 00:00:00,1899-12-30 11:11:48,UberX,Uber Pay,1,5.9,$24.2,JFK Airport,1.0
995,2024-06-01 00:00:00,1899-12-30 11:42:44,UberX,Uber Pay,2,1.1,$7.5,Lenox Hill East,1.0
1005,2024-06-01 00:00:00,1899-12-30 11:19:34,UberX,Uber Pay,1,1.2,$9.7,Upper East Side North,1.0
1006,2024-06-01 00:00:00,1899-12-30 11:21:08,UberX,Uber Pay,4,2.13,$10.3,Upper East Side South,1.0
1007,2024-06-01 00:00:00,1899-12-30 11:32:36,UberX,Uber Pay,4,2.04,$12.7,UN/Turtle Bay South,1.0
1008,2024-06-01 00:00:00,1899-12-30 11:33:08,UberX,Uber Pay,2,1.57,$10.3,Upper East Side North,1.0
1014,2024-06-01 00:00:00,1899-12-30 11:02:05,UberX,Uber Pay,2,1.06,$7.9,Manhattan Valley,1.0
1022,2024-06-01 00:00:00,1899-12-30 11:41:34,UberX,Uber Pay,1,1.72,$9.5,Upper East Side South,1.0
1024,2024-06-01 00:00:00,1899-12-30 11:24:35,UberX,Uber Pay,1,6.8,$28.0,Penn Station/Madison Sq West,1.0
1034,2024-06-01 00:00:00,1899-12-30 11:02:04,UberX,Uber Pay,2,1.85,$10.2,Lincoln Square East,1.0
1036,2024-06-01 00:00:00,1899-12-30 11:39:22,UberX,Uber Pay,3,2.02,$10.5,Yorkville East,1.0
1042,2024-06-01 00:00:00,1899-12-30 11:34:11,UberX,Uber Pay,1,1.31,$8.5,Times Sq/Theatre District,1.0
1051,2024-06-01 00:00:00,1899-12-30 11:12:20,UberX,Uber Pay,1,1.08,$6.0,Manhattan Valley,1.0
1052,2024-06-01 00:00:00,1899-12-30 11:30:27,UberX,Uber Pay,1,1.1,$7.9,Yorkville East,1.0
1063,2024-06-01 00:00:00,1899-12-30 11:40:14,UberX,Uber Pay,1,2.42,$15.5,Upper East Side North,1.0
1067,2024-06-01 00:00:00,1899-12-30 11:46:32,UberX,Uber Pay,1,3.11,$14.5,Lincoln Square West,1.0
1080,2024-06-01 00:00:00,1899-12-30 10:59:57,UberX,Uber Pay,1,2.52,$14.5,Bloomingdale,1.0
1081,2024-06-01 00:00:00,1899-12-30 11:13:07,UberX,Uber Pay,1,6.72,$29.5,Financial District North,1.0
1082,2024-06-01 00:00:00,1899-12-30 11:57:12,UberX,Uber Pay,1,1.47,$10.3,Flatiron,1.0
1084,2024-06-01 00:00:00,1899-12-30 11:01:20,UberX,Uber Pay,1,1.6,$9.1,Union Sq,1.0
1085,2024-06-01 00:00:00,1899-12-30 11:25:05,UberX,Uber Pay,1,1.4,$10.9,Penn Station/Madison Sq West,1.0
1090,2024-06-01 00:00:00,1899-12-30 11:57:33,UberX,Uber Pay,1,1.37,$10.3,Midtown East,1.0
1093,2024-06-01 00:00:00,1899-12-30 11:21:09,UberX,Uber Pay,1,3.44,$20.2,Midtown South,1.0
1095,2024-06-01 00:00:00,1899-12-30 11:53:37,UberX,Uber Pay,1,1.55,$10.3,Lincoln Square East,1.0
1096,2024-06-01 00:00:00,1899-12-30 11:24:39,UberX,Uber Pay,1,3.24,$17.7,Midtown South,1.0
1101,2024-06-01 00:00:00,1899-12-30 11:51:57,UberX,Uber Pay,1,2.95,$17.5,Penn Station/Madison Sq West,1.0
1112,2024-06-01 00:00:00,1899-12-30 11:14:29,UberX,Uber Pay,1,1.2,$7.9,Midtown Center,1.0
1114,2024-06-01 00:00:00,1899-12-30 11:10:48,UberX,Uber Pay,1,2.15,$11.5,Central Park,1.0
1120,2024-06-01 00:00:00,1899-12-30 11:17:41,UberX,Uber Pay,1,1.66,$10.8,Upper East Side South,1.0
1124,2024-06-01 00:00:00,1899-12-30 11:42:44,UberX,Uber Pay,1,2.9,$17.2,Upper West Side North,1.0
1127,2024-06-01 00:00:00,1899-12-30 11:18:43,UberX,Uber Pay,1,2.44,$13.3,Lincoln Square East,1.0
1130,2024-06-01 00:00:00,1899-12-30 11:01:48,UberX,Uber Pay,1,2.7,$15.1,Penn Station/Madison Sq West,1.0
1132,2024-06-01 00:00:00,1899-12-30 11:49:36,UberX,Uber Pay,1,2.5,$13.0,Lenox Hill West,1.0
1134,2024-06-01 00:00:00,1899-12-30 11:05:35,UberX,Uber Pay,1,5.07,$25.2,Lincoln Square East,1.0
1137,2024-06-01 00:00:00,1899-12-30 11:28:08,UberX,Uber Pay,1,1.39,$10.3,Upper East Side North,1.0
1140,2024-06-01 00:00:00,1899-12-30 11:52:22,UberX,Uber Pay,5,3.41,$16.0,Gramercy,1.0
1147,2024-06-01 00:00:00,1899-12-30 12:28:38,UberX,Uber Pay,1,2.3,$11.5,Lenox Hill East,1.0
1150,2024-06-01 00:00:00,1899-12-30 12:00:21,UberX,Uber Pay,1,1.2,$9.0,Kips Bay,1.0
1163,2024-06-01 00:00:00,1899-12-30 12:55:21,UberX,Uber Pay,1,3.6,$16.5,Yorkville West,1.0
1173,2024-06-01 00:00:00,1899-12-30 12:44:56,UberX,Uber Pay,1,7.6,$26.5,Upper East Side North,1.0
1177,2024-06-01 00:00:00,1899-12-30 12:15:55,UberX,Uber Pay,1,5.5,$22.3,Upper East Side North,1.0
1179,2024-06-01 00:00:00,1899-12-30 12:04:59,UberX,Uber Pay,2,3.11,$16.5,Upper East Side North,1.0
1181,2024-06-01 00:00:00,1899-12-30 11:55:33,UberX,Uber Pay,1,2.87,$13.9,Garment District,1.0
1182,2024-06-01 00:00:00,1899-12-30 12:51:21,UberX,Uber Pay,2,2.89,$16.3,Central Park,1.0
1186,2024-06-01 00:00:00,1899-12-30 12:54:50,UberX,Uber Pay,1,15.2,$43.5,Spuyten Duyvil/Kingsbridge,1.0
1192,2024-06-01 00:00:00,1899-12-30 12:33:29,UberX,Uber Pay,1,3,$15.7,Upper West Side North,1.0
1201,2024-06-01 00:00:00,1899-12-30 12:22:13,UberX,Uber Pay,2,2.63,$14.5,UN/Turtle Bay South,1.0
1203,2024-06-01 00:00:00,1899-12-30 12:52:17,UberX,Uber Pay,1,2.07,$11.0,Sutton Place/Turtle Bay North,1.0
1205,2024-06-01 00:00:00,1899-12-30 12:30:38,UberX,Uber Pay,1,1.1,$8.7,Upper West Side South,1.0
1208,2024-06-01 00:00:00,1899-12-30 12:41:19,UberX,Uber Pay,1,3.7,$23.5,Gramercy,1.0
1209,2024-06-01 00:00:00,1899-12-30 12:13:20,UberX,Uber Pay,1,1.6,$11.0,East Harlem South,1.0
1210,2024-06-01 00:00:00,1899-12-30 12:31:08,UberX,Uber Pay,4,10.48,$41.5,Lincoln Square West,1.0
1212,2024-06-01 00:00:00,1899-12-30 12:23:18,UberX,Uber Pay,1,1.1,$7.9,Murray Hill,1.0
1214,2024-06-01 00:00:00,1899-12-30 12:41:45,UberX,Uber Pay,1,1.96,$10.3,Flatiron,1.0
1220,2024-06-01 00:00:00,1899-12-30 12:13:42,UberX,Uber Pay,1,6.58,$27.7,Union Sq,1.0
1223,2024-06-01 00:00:00,1899-12-30 12:13:08,UberX,Uber Pay,1,5.94,$25.3,Lincoln Square East,1.0
1224,2024-06-01 00:00:00,1899-12-30 12:15:21,UberX,Uber Pay,1,1.6,$9.1,Yorkville East,1.0
1226,2024-06-01 00:00:00,1899-12-30 12:07:38,UberX,Uber Pay,1,2.8,$16.6,Lincoln Square East,1.0
1227,2024-06-01 00:00:00,1899-12-30 12:43:06,UberX,Uber Pay,2,4.1,$21.7,Penn Station/Madison Sq West,1.0
1249,2024-06-01 00:00:00,1899-12-30 12:07:50,UberX,Uber Pay,1,4.69,$22.9,East Harlem North,1.0
1250,2024-06-01 00:00:00,1899-12-30 12:05:33,UberX,Uber Pay,1,10.42,$36.7,West Village,1.0
1252,2024-06-01 00:00:00,1899-12-30 12:35:10,UberX,Uber Pay,1,7.02,$22.6,Astoria,1.0
1255,2024-06-01 00:00:00,1899-12-30 12:14:15,UberX,Uber Pay,1,2.3,$13.5,Upper West Side South,1.0
1259,2024-06-01 00:00:00,1899-12-30 12:11:19,UberX,Uber Pay,4,1.29,$7.9,NV,1.0
1262,2024-06-01 00:00:00,1899-12-30 12:44:00,UberX,Uber Pay,1,13.13,$51.8,LaGuardia Airport,1.0
1274,2024-06-01 00:00:00,1899-12-30 12:55:22,UberX,Uber Pay,1,1.16,$9.1,Union Sq,1.0
1275,2024-06-01 00:00:00,1899-12-30 12:24:50,UberX,Uber Pay,1,2,$9.0,East Chelsea,1.0
1277,2024-06-01 00:00:00,1899-12-30 12:56:35,UberX,Uber Pay,2,1.45,$10.1,Midtown East,1.0
1286,2024-06-01 00:00:00,1899-12-30 12:56:52,UberX,Uber Pay,1,1.23,$8.0,Yorkville West,1.0
1295,2024-06-01 00:00:00,1899-12-30 12:22:04,UberX,Uber Pay,2,1.7,$11.5,Penn Station/Madison Sq West,1.0
1308,2024-06-01 00:00:00,1899-12-30 12:46:41,UberX,Uber Pay,1,1.2,$8.0,Upper East Side North,1.0
1314,2024-06-01 00:00:00,1899-12-30 12:24:02,UberX,Uber Pay,1,8.2,$28.5,Upper East Side South,1.0
1315,2024-06-01 00:00:00,1899-12-30 12:23:13,UberX,Uber Pay,1,1.76,$9.2,Forest Hills,1.0
1318,2024-06-01 00:00:00,1899-12-30 12:10:01,UberX,Uber Pay,1,1.7,$10.9,East Chelsea,1.0
1320,2024-06-01 00:00:00,1899-12-30 12:50:10,UberX,Uber Pay,4,11.52,$32.5,LaGuardia Airport,1.0
1324,2024-06-01 00:00:00,1899-12-30 12:01:45,UberX,Uber Pay,1,2.47,$12.6,Murray Hill,1.0
1327,2024-06-01 00:00:00,1899-12-30 12:18:38,UberX,Uber Pay,1,1.08,$6.8,Manhattan Valley,1.0
1332,2024-06-01 00:00:00,1899-12-30 12:35:09,UberX,Uber Pay,1,1.64,$10.3,Upper East Side North,1.0
1333,2024-06-01 00:00:00,1899-12-30 12:29:39,UberX,Uber Pay,5,6.98,$26.0,Upper East Side South,1.0
1335,2024-06-01 00:00:00,1899-12-30 12:38:43,UberX,Uber Pay,1,1.7,$12.1,Upper East Side South,1.0
1336,2024-06-01 00:00:00,1899-12-30 12:55:04,UberX,Uber Pay,1,14.86,$47.6,JFK Airport,1.0
1339,2024-06-01 00:00:00,1899-12-30 12:01:25,UberX,Uber Pay,1,1.9,$12.1,Flatiron,1.0
1345,2024-06-01 00:00:00,1899-12-30 12:15:48,UberX,Uber Pay,1,3.1,$12.5,Midtown North,1.0
1349,2024-06-01 00:00:00,1899-12-30 12:10:41,UberX,Uber Pay,1,3.1,$14.0,East Harlem South,1.0
1354,2024-06-01 00:00:00,1899-12-30 12:14:10,UberX,Uber Pay,1,1.21,$12.1,Midtown Center,1.0
1355,2024-06-01 00:00:00,1899-12-30 12:10:15,UberX,Uber Pay,1,1.3,$9.4,Little Italy/NoLiTa,1.0
1362,2024-06-01 00:00:00,1899-12-30 12:37:09,UberX,Uber Pay,1,1.78,$10.9,Midtown Center,1.0
1365,2024-06-01 00:00:00,1899-12-30 13:28:01,UberX,Uber Pay,2,1.01,$7.0,Lenox Hill West,1.0
1373,2024-06-01 00:00:00,1899-12-30 13:14:37,UberX,Uber Pay,1,1.53,$8.0,Gramercy,1.0
1375,2024-06-01 00:00:00,1899-12-30 13:59:54,UberX,Uber Pay,1,1.75,$10.3,Midtown South,1.0
1383,2024-06-01 00:00:00,1899-12-30 14:01:09,UberX,Uber Pay,1,1.23,$8.5,Lincoln Square West,1.0
1385,2024-06-01 00:00:00,1899-12-30 13:53:21,UberX,Uber Pay,1,8.5,$30.7,Yorkville West,1.0
1398,2024-06-01 00:00:00,1899-12-30 13:16:32,UberX,Uber Pay,1,1.32,$8.5,East Chelsea,1.0
1399,2024-06-01 00:00:00,1899-12-30 13:22:45,UberX,Uber Pay,1,1.5,$9.6,Manhattan Valley,1.0
1409,2024-06-01 00:00:00,1899-12-30 13:44:49,UberX,Uber Pay,1,1.8,$14.6,Gramercy,1.0
1412,2024-06-01 00:00:00,1899-12-30 13:47:50,UberX,Uber Pay,1,2.4,$15.1,Lenox Hill East,1.0
1414,2024-06-01 00:00:00,1899-12-30 13:26:27,UberX,Uber Pay,1,1.1,$5.8,Sutton Place/Turtle Bay North,1.0
1415,2024-06-01 00:00:00,1899-12-30 13:16:48,UberX,Uber Pay,6,3.23,$18.3,Times Sq/Theatre District,1.0
1428,2024-06-01 00:00:00,1899-12-30 13:34:33,UberX,Uber Pay,1,4.9,$19.0,Gramercy,1.0
1429,2024-06-01 00:00:00,1899-12-30 13:10:49,UberX,Uber Pay,1,1.7,$9.1,West Village,1.0
1430,2024-06-01 00:00:00,1899-12-30 13:43:22,UberX,Uber Pay,1,6.57,$27.7,Manhattan Valley,1.0
1439,2024-06-01 00:00:00,1899-12-30 13:14:50,UberX,Uber Pay,5,3.31,$16.9,Lincoln Square East,1.0
1443,2024-06-01 00:00:00,1899-12-30 13:27:53,UberX,Uber Pay,1,2.5,$18.1,Upper West Side North,1.0
1446,2024-06-01 00:00:00,1899-12-30 13:59:10,UberX,Uber Pay,1,2.74,$15.7,Lincoln Square East,1.0
1448,2024-06-01 00:00:00,1899-12-30 13:01:42,UberX,Uber Pay,5,2.85,$10.5,Upper West Side North,1.0
1449,2024-06-01 00:00:00,1899-12-30 13:42:31,UberX,Uber Pay,1,7.02,$28.9,Upper West Side North,1.0
1451,2024-06-01 00:00:00,1899-12-30 13:46:44,UberX,Uber Pay,1,2.3,$14.5,Lenox Hill West,1.0
1453,2024-06-01 00:00:00,1899-12-30 13:04:03,UberX,Uber Pay,1,3.88,$16.5,Gramercy,1.0
1457,2024-06-01 00:00:00,1899-12-30 13:11:35,UberX,Uber Pay,1,4.1,$18.5,Central Park,1.0
1462,2024-06-01 00:00:00,1899-12-30 12:59:22,UberX,Uber Pay,2,10.76,$40.3,Greenwich Village South,1.0
1467,2024-06-01 00:00:00,1899-12-30 13:21:45,UberX,Uber Pay,1,2.6,$15.2,Clinton East,1.0
1472,2024-06-01 00:00:00,1899-12-30 13:25:44,UberX,Uber Pay,1,1.54,$9.0,Lincoln Square East,1.0
1473,2024-06-01 00:00:00,1899-12-30 13:44:35,UberX,Uber Pay,1,1.19,$7.0,East Harlem South,1.0
1481,2024-06-01 00:00:00,1899-12-30 13:44:15,UberX,Uber Pay,1,2.9,$13.3,Lenox Hill East,1.0
1484,2024-06-01 00:00:00,1899-12-30 13:00:20,UberX,Uber Pay,1,2.3,$13.3,Upper East Side South,1.0
1485,2024-06-01 00:00:00,1899-12-30 13:47:35,UberX,Uber Pay,4,8.14,$34.0,NV,1.0
1488,2024-06-01 00:00:00,1899-12-30 13:51:27,UberX,Uber Pay,1,1.1,$10.7,East Chelsea,1.0
1489,2024-06-01 00:00:00,1899-12-30 13:05:40,UberX,Uber Pay,1,2.92,$15.1,East Harlem South,1.0
1492,2024-06-01 00:00:00,1899-12-30 13:46:52,UberX,Uber Pay,1,1.39,$9.5,East Harlem North,1.0
1500,2024-06-01 00:00:00,1899-12-30 13:36:07,UberX,Uber Pay,1,4.35,$22.1,Hamilton Heights,1.0
1502,2024-06-01 00:00:00,1899-12-30 13:11:03,UberX,Uber Pay,1,1.36,$10.3,Yorkville East,1.0
1503,2024-06-01 00:00:00,1899-12-30 13:22:51,UberX,Uber Pay,1,1.96,$9.7,Kips Bay,1.0
1504,2024-06-01 00:00:00,1899-12-30 13:01:45,UberX,Uber Pay,1,1.3,$10.3,Midtown South,1.0
1507,2024-06-01 00:00:00,1899-12-30 13:45:45,UberX,Uber Pay,1,4.13,$20.8,Upper West Side North,1.0
1514,2024-06-01 00:00:00,1899-12-30 13:38:04,UberX,Uber Pay,1,1.87,$12.0,Upper East Side North,1.0
1517,2024-06-01 00:00:00,1899-12-30 13:10:58,UberX,Uber Pay,1,1.35,$8.0,Sutton Place/Turtle Bay North,1.0
1522,2024-06-01 00:00:00,1899-12-30 13:36:24,UberX,Uber Pay,1,5.15,$22.9,East Chelsea,1.0
1523,2024-06-01 00:00:00,1899-12-30 13:18:28,UberX,Uber Pay,1,8.1,$36.7,East Chelsea,1.0
1536,2024-06-01 00:00:00,1899-12-30 13:58:25,UberX,Uber Pay,1,1.5,$9.7,East Harlem North,1.0
1548,2024-06-01 00:00:00,1899-12-30 13:19:58,UberX,Uber Pay,1,1.02,$7.9,East Chelsea,1.0
1550,2024-06-01 00:00:00,1899-12-30 13:03:54,UberX,Uber Pay,1,1.5,$11.0,Morningside Heights,1.0
1551,2024-06-01 00:00:00,1899-12-30 13:05:43,UberX,Uber Pay,1,3.4,$15.0,Penn Station/Madison Sq West,1.0
1561,2024-06-01 00:00:00,1899-12-30 13:38:56,UberX,Uber Pay,1,4.8,$24.0,Manhattan Valley,1.0
1563,2024-06-01 00:00:00,1899-12-30 13:53:12,UberX,Uber Pay,1,3.1,$18.3,Lenox Hill East,1.0
1567,2024-06-01 00:00:00,1899-12-30 13:14:26,UberX,Uber Pay,5,1.06,$7.5,Manhattan Valley,1.0
1571,2024-06-01 00:00:00,1899-12-30 13:26:10,UberX,Uber Pay,1,1.41,$10.8,Lenox Hill East,1.0
1572,2024-06-01 00:00:00,1899-12-30 13:33:55,UberX,Uber Pay,1,15.19,$51.3,Crown Heights North,1.0
1574,2024-06-01 00:00:00,1899-12-30 13:47:19,UberX,Uber Pay,1,2.2,$12.7,Midtown Center,1.0
1575,2024-06-01 00:00:00,1899-12-30 14:23:07,UberX,Uber Pay,1,1.84,$11.5,Central Park,1.0
1577,2024-06-01 00:00:00,1899-12-30 14:33:00,UberX,Uber Pay,2,1.76,$12.1,Morningside Heights,1.0
1578,2024-06-01 00:00:00,1899-12-30 14:57:37,UberX,Uber Pay,1,3.8,$15.9,Midtown South,1.0
1579,2024-06-01 00:00:00,1899-12-30 14:10:58,UberX,Uber Pay,1,2.41,$13.9,Central Park,1.0
1583,2024-06-01 00:00:00,1899-12-30 14:12:37,UberX,Uber Pay,1,1.73,$9.7,Lenox Hill West,1.0
1587,2024-06-01 00:00:00,1899-12-30 14:10:52,UberX,Uber Pay,1,4.3,$19.9,Battery Park City,1.0
1595,2024-06-01 00:00:00,1899-12-30 14:30:38,UberX,Uber Pay,1,7.59,$25.5,NV,1.0
1597,2024-06-01 00:00:00,1899-12-30 14:19:48,UberX,Uber Pay,1,2.2,$13.3,Upper East Side North,1.0
1603,2024-06-01 00:00:00,1899-12-30 14:18:07,UberX,Uber Pay,1,1.58,$10.3,Greenwich Village North,1.0
1604,2024-06-01 00:00:00,1899-12-30 14:29:12,UberX,Uber Pay,1,3.79,$16.9,Upper East Side South,1.0
1623,2024-06-01 00:00:00,1899-12-30 14:28:54,UberX,Uber Pay,1,16.62,$59.0,JFK Airport,1.0
1631,2024-06-01 00:00:00,1899-12-30 14:04:22,UberX,Uber Pay,1,10.6,$37.0,Penn Station/Madison Sq West,1.0
1633,2024-06-01 00:00:00,1899-12-30 14:33:40,UberX,Uber Pay,2,6.96,$30.7,East Chelsea,1.0
1636,2024-06-01 00:00:00,1899-12-30 14:53:38,UberX,Uber Pay,1,1.2,$9.6,Murray Hill,1.0
1637,2024-06-01 00:00:00,1899-12-30 14:43:55,UberX,Uber Pay,1,2.6,$12.1,Midtown East,1.0
1643,2024-06-01 00:00:00,1899-12-30 14:27:59,UberX,Uber Pay,1,3.5,$13.3,East Harlem South,1.0
1662,2024-06-01 00:00:00,1899-12-30 14:57:34,UberX,Uber Pay,4,1.62,$11.4,Greenwich Village North,1.0
1664,2024-06-01 00:00:00,1899-12-30 14:50:18,UberX,Uber Pay,1,2.6,$13.3,East Village,1.0
1665,2024-06-01 00:00:00,1899-12-30 14:26:15,UberX,Uber Pay,1,2.44,$12.7,Times Sq/Theatre District,1.0
1666,2024-06-01 00:00:00,1899-12-30 14:11:35,UberX,Uber Pay,1,1.04,$7.5,Penn Station/Madison Sq West,1.0
1671,2024-06-01 00:00:00,1899-12-30 14:51:05,UberX,Uber Pay,1,2.8,$13.3,Lenox Hill East,1.0
1685,2024-06-01 00:00:00,1899-12-30 14:57:43,UberX,Uber Pay,1,1.02,$6.1,Midtown East,1.0
1691,2024-06-01 00:00:00,1899-12-30 14:32:53,UberX,Uber Pay,1,1.95,$11.8,Upper East Side North,1.0
1692,2024-06-01 00:00:00,1899-12-30 14:53:38,UberX,Uber Pay,1,3.78,$16.5,Times Sq/Theatre District,1.0
1698,2024-06-01 00:00:00,1899-12-30 14:08:59,UberX,Uber Pay,1,5.5,$28.3,Upper West Side North,1.0
1699,2024-06-01 00:00:00,1899-12-30 13:59:10,UberX,Uber Pay,3,3.02,$15.5,East Village,1.0
